qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.05178689956665039,0.08676791191101074,0.09574389457702637,0.10073018074035645,0.0937492847442627,0.10671472549438477,0.04488015174865723
0.052870750427246094,0.08776545524597168,0.07782626152038574,0.09271717071533203,0.09175562858581543,0.10675573348999023,0.039885759353637695
0.04889822006225586,0.08769822120666504,0.08676624298095703,0.09182858467102051,0.09766507148742676,0.10172724723815918,0.04388308525085449
0.055849552154541016,0.08676791191101074,0.08676791191101074,0.08477330207824707,0.0857703685760498,0.10172772407531738,0.04587817192077637
0.06183505058288574,0.10372233390808105,0.07882571220397949,0.0837392807006836,0.09374809265136719,0.10272550582885742,0.041887760162353516
0.048943281173706055,0.08070993423461914,0.08383774757385254,0.09372258186340332,0.08479166030883789,0.09369611740112305,0.04787111282348633
0.05742764472961426,0.07671904563903809,0.07679533958435059,0.08178114891052246,0.08377504348754883,0.10571837425231934,0.03996634483337402
0.05278491973876953,0.09873414039611816,0.09773993492126465,0.11269831657409668,0.11768531799316406,0.12665319442749023,0.055852413177490234
0.0608363151550293,0.08879685401916504,0.07878947257995605,0.08872747421264648,0.08979034423828125,0.0964663028717041,0.04085516929626465
0.05083012580871582,0.07886219024658203,0.0787506103515625,0.0857706069946289,0.08078360557556152,0.09079575538635254,0.039517879486083984
0.04886817932128906,0.07779097557067871,0.07978630065917969,0.08577132225036621,0.08477377891540527,0.09175348281860352,0.03920269012451172
0.04787158966064453,0.07771611213684082,0.07782578468322754,0.08581018447875977,0.08477187156677246,0.09275221824645996,0.04181361198425293
0.056849002838134766,0.08676671981811523,0.08477330207824707,0.10172724723815918,0.09175467491149902,0.11369657516479492,0.045876502990722656
0.0559239387512207,0.07779216766357422,0.08074522018432617,0.08271288871765137,0.10564422607421875,0.10671305656433105,0.042885541915893555
0.05385589599609375,0.10073184967041016,0.08584284782409668,0.09467387199401855,0.10274267196655273,0.11170101165771484,0.04388284683227539
0.06183433532714844,0.09075760841369629,0.08676767349243164,0.08776497840881348,0.0937490463256836,0.09874749183654785,0.03897285461425781
0.04979443550109863,0.09574198722839355,0.08081865310668945,0.08773183822631836,0.08975839614868164,0.09973311424255371,0.042885541915893555
0.05186057090759277,0.08178138732910156,0.08377575874328613,0.08377575874328613,0.09674239158630371,0.12767601013183594,0.04292178153991699
0.04983234405517578,0.08177971839904785,0.0827784538269043,0.09275174140930176,0.09574389457702637,0.09973311424255371,0.04089069366455078
0.05186104774475098,0.08377575874328613,0.08477306365966797,0.09574365615844727,0.10272550582885742,0.10471987724304199,0.04188895225524902
0.04886984825134277,0.08174729347229004,0.0857691764831543,0.08776545524597168,0.1067345142364502,0.12366867065429688,0.047872304916381836
0.05385422706604004,0.09275341033935547,0.09474492073059082,0.08979630470275879,0.08772873878479004,0.1047205924987793,0.04487919807434082
0.05585074424743652,0.0967409610748291,0.0857706069946289,0.0857706069946289,0.10671591758728027,0.12865543365478516,0.04789137840270996
0.0608372688293457,0.08879804611206055,0.09171891212463379,0.09374880790710449,0.09374809265136719,0.0927896499633789,0.03989052772521973
0.04886889457702637,0.07579493522644043,0.07483863830566406,0.08469939231872559,0.09474658966064453,0.09873557090759277,0.04196429252624512
0.0498654842376709,0.07871508598327637,0.09075713157653809,0.10473895072937012,0.08876228332519531,0.1077117919921875,0.04188799858093262
0.051860809326171875,0.08477330207824707,0.08078384399414062,0.09574365615844727,0.09873580932617188,0.09974384307861328,0.04288673400878906
0.047873735427856445,0.07882189750671387,0.07683420181274414,0.08178091049194336,0.08273935317993164,0.09079623222351074,0.039893150329589844
0.047837257385253906,0.07779169082641602,0.07878899574279785,0.07979130744934082,0.080780029296875,0.09275197982788086,0.03989362716674805
0.04890632629394531,0.07671976089477539,0.07886433601379395,0.08776545524597168,0.08170533180236816,0.09083008766174316,0.03989672660827637
0.048871755599975586,0.07679438591003418,0.07579541206359863,0.08377838134765625,0.08221673965454102,0.09325075149536133,0.04288530349731445
0.05285835266113281,0.0827784538269043,0.08676767349243164,0.08776545524597168,0.0967409610748291,0.10272526741027832,0.04188799858093262
0.05285811424255371,0.08377599716186523,0.09175419807434082,0.09075760841369629,0.08285212516784668,0.09766459465026855,0.04188799858093262
0.0578463077545166,0.0832817554473877,0.07587122917175293,0.08373689651489258,0.08077716827392578,0.09180235862731934,0.04088878631591797
0.050789833068847656,0.08776497840881348,0.09175491333007812,0.09282565116882324,0.0827796459197998,0.10963129997253418,0.04188799858093262
0.054854393005371094,0.08277702331542969,0.08377599716186523,0.09075713157653809,0.08676791191101074,0.1057274341583252,0.04488015174865723
0.05186104774475098,0.08178114891052246,0.07979846000671387,0.09773850440979004,0.08776497840881348,0.10172820091247559,0.04188799858093262
0.05585026741027832,0.08477306365966797,0.08477330207824707,0.08776521682739258,0.09474658966064453,0.10372233390808105,0.04188799858093262
0.05385541915893555,0.09875750541687012,0.09773850440979004,0.11269831657409668,0.11668801307678223,0.12171053886413574,0.03893280029296875
0.0498652458190918,0.07878875732421875,0.07779169082641602,0.09866189956665039,0.09973311424255371,0.10471963882446289,0.04395699501037598
0.06076478958129883,0.10176301002502441,0.09372591972351074,0.11569070816040039,0.12067675590515137,0.12466573715209961,0.0468747615814209
0.061834096908569336,0.09873628616333008,0.08580470085144043,0.08178091049194336,0.08550095558166504,0.0917360782623291,0.039893388748168945
0.05780792236328125,0.09873461723327637,0.0857703685760498,0.08676767349243164,0.08776521682739258,0.10124540328979492,0.04188823699951172
0.05086398124694824,0.08285021781921387,0.10167980194091797,0.11369562149047852,0.11768484115600586,0.12566375732421875,0.0468747615814209
0.0608372688293457,0.09973311424255371,0.09973335266113281,0.10671424865722656,0.0918271541595459,0.09606552124023438,0.039893150329589844
0.047872066497802734,0.07579588890075684,0.07975506782531738,0.08783411979675293,0.08473682403564453,0.0927889347076416,0.03882241249084473
0.048870086669921875,0.07679438591003418,0.08178400993347168,0.08178043365478516,0.08174490928649902,0.09278559684753418,0.038900136947631836
0.0498654842376709,0.07675695419311523,0.07878732681274414,0.0867319107055664,0.09575557708740234,0.1077122688293457,0.04288482666015625
0.05186057090759277,0.08776617050170898,0.09075689315795898,0.09083247184753418,0.08369994163513184,0.11170220375061035,0.05086326599121094
0.05190014839172363,0.07579302787780762,0.07779240608215332,0.08377671241760254,0.08181905746459961,0.0907588005065918,0.039893388748168945
0.04787182807922363,0.07826089859008789,0.07679057121276855,0.08278250694274902,0.08560776710510254,0.10065650939941406,0.04388284683227539
0.054852962493896484,0.08676791191101074,0.08477330207824707,0.09773874282836914,0.09574413299560547,0.10970592498779297,0.04288506507873535
0.05385565757751465,0.08377575874328613,0.08398032188415527,0.09367489814758301,0.10272502899169922,0.09873580932617188,0.0468752384185791
0.060837507247924805,0.09873652458190918,0.09175276756286621,0.10871028900146484,0.10172653198242188,0.1097416877746582,0.0399320125579834
0.05225229263305664,0.09367251396179199,0.09075736999511719,0.0937504768371582,0.10970544815063477,0.10671401023864746,0.0468752384185791
0.055849552154541016,0.09075713157653809,0.0937492847442627,0.09574484825134277,0.10072946548461914,0.10671424865722656,0.042885780334472656
0.0489044189453125,0.0807485580444336,0.10073208808898926,0.09873557090759277,0.08879613876342773,0.10368871688842773,0.046875
0.0528566837310791,0.08377599716186523,0.08228683471679688,0.08484721183776855,0.09617900848388672,0.12368917465209961,0.04188847541809082
0.054888248443603516,0.07579708099365234,0.08974313735961914,0.10272359848022461,0.08477330207824707,0.10272622108459473,0.047872066497802734
0.0608370304107666,0.09075713157653809,0.08377456665039062,0.08676767349243164,0.088775634765625,0.12566351890563965,0.047872304916381836
0.0608372688293457,0.0857691764831543,0.09075713157653809,0.0857703685760498,0.0857706069946289,0.0957794189453125,0.0388951301574707
0.049866676330566406,0.08774733543395996,0.09175372123718262,0.09773826599121094,0.08381104469299316,0.11864852905273438,0.04787158966064453
0.0608367919921875,0.10073041915893555,0.09175348281860352,0.08584809303283691,0.09169769287109375,0.1216740608215332,0.046875
0.061833858489990234,0.09875631332397461,0.10272526741027832,0.10571718215942383,0.11369585990905762,0.12765789031982422,0.0468752384185791
0.060837507247924805,0.09275174140930176,0.08477163314819336,0.08880090713500977,0.08281564712524414,0.10767602920532227,0.04085350036621094
0.06183433532714844,0.09574389457702637,0.10272526741027832,0.10671424865722656,0.11967968940734863,0.12067699432373047,0.047872066497802734
0.0498659610748291,0.08377504348754883,0.10671615600585938,0.09180164337158203,0.08178091049194336,0.09071969985961914,0.039893388748168945
0.04986286163330078,0.07679438591003418,0.07582950592041016,0.08278703689575195,0.08078217506408691,0.09969663619995117,0.03893256187438965
0.049868106842041016,0.07679343223571777,0.07575869560241699,0.08082246780395508,0.0906827449798584,0.10172772407531738,0.04288601875305176
0.054852962493896484,0.08975958824157715,0.08377599716186523,0.09674239158630371,0.10072922706604004,0.09574365615844727,0.04089069366455078
0.051860809326171875,0.08178138732910156,0.0827782154083252,0.08676791191101074,0.10372424125671387,0.10172605514526367,0.04089069366455078
0.05385589599609375,0.08377575874328613,0.08377599716186523,0.08717060089111328,0.08968567848205566,0.10172748565673828,0.04388284683227539
0.054853200912475586,0.08676767349243164,0.08377599716186523,0.08983755111694336,0.08178019523620605,0.09075641632080078,0.0388951301574707
0.047873735427856445,0.08178281784057617,0.07871270179748535,0.09275221824645996,0.0887608528137207,0.10372257232666016,0.04188799858093262
0.05684781074523926,0.08975982666015625,0.09175443649291992,0.10372233390808105,0.09474658966064453,0.10970640182495117,0.04587817192077637
0.05684709548950195,0.08676767349243164,0.08477354049682617,0.09175443649291992,0.0937492847442627,0.09079217910766602,0.03889632225036621
0.048868417739868164,0.07978343963623047,0.07883191108703613,0.08477187156677246,0.0816795825958252,0.09271240234375,0.04285073280334473
0.05285835266113281,0.07683467864990234,0.08373737335205078,0.08975958824157715,0.1186823844909668,0.12366890907287598,0.0468747615814209
0.0608367919921875,0.09574198722839355,0.07886552810668945,0.08477115631103516,0.08178114891052246,0.09674334526062012,0.038893938064575195
0.04986691474914551,0.07771849632263184,0.0857691764831543,0.08975982666015625,0.09973311424255371,0.11369562149047852,0.0438845157623291
0.05285835266113281,0.08776497840881348,0.08477306365966797,0.09730648994445801,0.08185720443725586,0.09075355529785156,0.03889870643615723
0.04786968231201172,0.07679486274719238,0.07579922676086426,0.08078193664550781,0.08272123336791992,0.09278297424316406,0.039853811264038086
0.04887127876281738,0.08177924156188965,0.07580089569091797,0.10464191436767578,0.10571718215942383,0.09973287582397461,0.04288673400878906
0.0608367919921875,0.0967409610748291,0.08377456665039062,0.08976125717163086,0.10372090339660645,0.09578323364257812,0.03889203071594238
0.049044132232666016,0.07878494262695312,0.07579731941223145,0.08277750015258789,0.09670710563659668,0.10272502899169922,0.04188823699951172
0.05186033248901367,0.08377575874328613,0.09275197982788086,0.08776569366455078,0.09873533248901367,0.09183144569396973,0.039893150329589844
0.050862789154052734,0.07679438591003418,0.07771801948547363,0.0827784538269043,0.08777618408203125,0.09275150299072266,0.04092884063720703
0.05086350440979004,0.07779192924499512,0.08078384399414062,0.08676791191101074,0.0857703685760498,0.09378790855407715,0.0399327278137207
0.048867225646972656,0.07480025291442871,0.07974648475646973,0.08083605766296387,0.08568477630615234,0.10372114181518555,0.044879913330078125
0.05485272407531738,0.09075713157653809,0.08676791191101074,0.1017293930053711,0.10373997688293457,0.10970664024353027,0.04188799858093262
0.0529325008392334,0.07879352569580078,0.07974696159362793,0.0917506217956543,0.09275221824645996,0.08979940414428711,0.03997492790222168
0.048868656158447266,0.07875585556030273,0.08876252174377441,0.0907907485961914,0.09770512580871582,0.12267136573791504,0.046875
0.0608370304107666,0.10172796249389648,0.10272502899169922,0.10471963882446289,0.11170125007629395,0.12566351890563965,0.0468747615814209
0.06283187866210938,0.08776497840881348,0.0857691764831543,0.08975982666015625,0.09474658966064453,0.09874725341796875,0.04188799858093262
0.05086374282836914,0.08876299858093262,0.08477306365966797,0.08381152153015137,0.08281636238098145,0.10272550582885742,0.039893388748168945
0.048871755599975586,0.08170461654663086,0.07886314392089844,0.08178400993347168,0.08177828788757324,0.09175467491149902,0.040816545486450195
0.050937652587890625,0.09567117691040039,0.10073065757751465,0.11173486709594727,0.09171938896179199,0.09182858467102051,0.04181528091430664
0.05093955993652344,0.07579445838928223,0.07779145240783691,0.08078360557556152,0.08370232582092285,0.11269807815551758,0.04188823699951172
0.05485248565673828,0.0827786922454834,0.09075713157653809,0.09275221824645996,0.0907585620880127,0.0918269157409668,0.03989672660827637
0.048943519592285156,0.07878613471984863,0.07579684257507324,0.11393308639526367,0.11439967155456543,0.09773826599121094,0.041887760162353516
